Rollno,QuotaName,AIR,Category,SubCategory,OptionNo,InstituteCode,Institute,Subject,AllottedCategory,AllotedPH,AdmittedRound
3115250492,Deemed/Paid Seats Quota,201073,General,NO,16,200334,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",MBBS,Open,NO,1
3604190293,Deemed/Paid Seats Quota,201241,General,NO,2,200376,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",MBBS,Open,NO,1
3113020176,Open Seat Quota,201258,General,PwD,10,200522,"JIPMER KARAIKAL,JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open,Person with Disability,1
9903010382,Deemed/Paid Seats Quota,201381,OBC,NO,42,200389,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Open,NO,2
3110280363,Deemed/Paid Seats Quota,201434,General,NO,6,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
3110080417,Deemed/Paid Seats Quota,201484,General,NO,5,200365,"Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE)., Maharashtra, 415110",MBBS,Open,NO,2
2302010148,B.Sc Nursing All India,201495,SC,NO,2,200546,"College of Nursing Safdarjung Hospital, New Delhi,College of Nursing VMMC and Safdarjang Hospital New Delhi, Delhi (NCT), 110029",B.Sc. Nursing,Schedule Caste(SC),NO,1
3101040097,Deemed/Paid Seats Quota,201513,OBC,NO,2,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
4101220236,Deemed/Paid Seats Quota,201561,General,NO,1,200388,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",BDS,Open,NO,1
4106010117,Deemed/Paid Seats Quota,201576,General,NO,24,200389,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Open,NO,1
1516060183,All India,201635,SC,NO,229,902809,"Government Dental College Dibrugarh,I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002, Assam, 786002",BDS,Schedule Caste(SC),NO,4
9909010012,Deemed/Paid Seats Quota,201688,General,NO,11,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
2001230587,Deemed/Paid Seats Quota,201689,General,NO,1,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,1
4109050640,Deemed/Paid Seats Quota,201725,OBC,NO,1,200389,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Open,NO,2
3115180104,Deemed/Paid Seats Quota,201751,General,NO,4,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
4601030173,Deemed/Paid Seats Quota,201752,General,NO,29,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
2001260591,IP University Quota,201757,SC,NO,32,200496,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Schedule Caste(SC),NO,5
1528070602,Deemed/Paid Seats Quota,201781,General,NO,7,200374,"Institute of Medical Sciences and SUM Host., Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,NO,1
3814030505,Deemed/Paid Seats Quota,201786,General,NO,13,200388,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",BDS,Open,NO,2
3123040208,Deemed/Paid Seats Quota,201828,OBC,NO,3,200525,"DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,Hinaga Road Wanadongri Nagpur Maharashtra India, Maharashtra, 441110",MBBS,Open,NO,2
4101070843,Deemed/Paid Seats Quota,201844,General,NO,1,200389,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Open,NO,1
2001380588,Deemed/Paid Seats Quota,201888,General,NO,8,902855,"Malla Reddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad Telangana, Telangana, 500055",MBBS,Open,NO,2
3905180391,Deemed/Paid Seats Quota,201924,General,NO,4,200374,"Institute of Medical Sciences and SUM Host., Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,NO,1
2712300275,Deemed/Paid Seats Quota,201981,General,NO,8,200396,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,NO,1
3114040500,Deemed/Paid Seats Quota,202008,General,NO,39,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
3802050060,Deemed/Paid Seats Quota,202045,General,NO,43,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,3
4102020087,Deemed/Paid Seats Quota,202094,OBC,NO,61,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
3101100088,Deemed/Paid Seats Quota,202207,OBC,NO,4,200363,"Dr. DYP Edu. Soc. Deemed Uni., Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba Bavada, Kolhapur 416006, Maharashtra, 416006",MBBS,Open,NO,2
3115240334,Deemed/Paid Seats Quota,202215,General,NO,4,200349,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",MBBS,Open,NO,2
3110030440,Deemed/Paid Seats Quota,202247,General,NO,1,200362,"Dr. DY Patil Medical College, Navi Mumbai,Plot No. 2, Sector 7, Nerul, Navi Mumbai, Maharashtra, Maharashtra, 400706",MBBS,Open,NO,1
2713030792,Deemed/Paid Seats Quota,202322,OBC,NO,7,200472,"Sri Siddhartha Academy T Begur,SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",MBBS,Open,NO,2
3129090008,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),202374,General,NO,19,200688,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL SEDAM ROAD KALABURIGI, Karnataka, 585106",B.Sc. Nursing,Open,NO,2
2304020008,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),202380,OBC,NO,45,200688,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL SEDAM ROAD KALABURIGI, Karnataka, 585106",B.Sc. Nursing,Open,NO,2
3114130007,Deemed/Paid Seats Quota,202398,General,NO,2,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
3119030373,Deemed/Paid Seats Quota,202478,General,NO,9,200334,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",MBBS,Open,NO,1
3905060446,Deemed/Paid Seats Quota,202484,General,NO,3,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,1
4111040430,Deemed/Paid Seats Quota,202488,General,NO,1,200389,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",MBBS,Open,NO,2
3607050053,Deemed/Paid Seats Quota,202545,General,NO,1,200374,"Institute of Medical Sciences and SUM Host., Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,NO,1
3116020612,Deemed/Paid Seats Quota,202595,General,NO,1,200536,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",MBBS,Open,NO,1
3131010256,Deemed/Paid Seats Quota,202640,OBC,NO,3,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
3118100435,Deemed/Paid Seats Quota,202667,General,NO,49,902807,"Mahatma Gandhi Mission Medical College, Nerul,Sector-8, Nerul West Navi Mumbai, Maharashtra, 400706",MBBS,Open,NO,1
4409050254,Deemed/Paid Seats Quota,202670,OBC,NO,1,200356,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",MBBS,Open,NO,3
3118030529,Deemed/Paid Seats Quota,202679,SC,NO,44,200330,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara, Gujarat, 391760",MBBS,Open,NO,1
4108030296,Deemed/Paid Seats Quota,202716,General,NO,2,200352,"Amrita Institute of Medical Science, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Open,NO,2
3101060467,Deemed/Paid Seats Quota,202755,OBC,NO,2,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
3111010290,Deemed/Paid Seats Quota,202769,General,NO,3,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
4111010476,Deemed/Paid Seats Quota,202791,OBC,NO,41,200396,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,NO,2
3110180196,Deemed/Paid Seats Quota,202860,General,NO,2,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
4409090477,All India,202861,SC,NO,59,200215,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR,Government Dental College And Hospital GMC Campus Nagpur, Maharashtra, 440003",BDS,Schedule Caste(SC),NO,4
3110070372,Deemed/Paid Seats Quota,202865,General,NO,2,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
3112030372,Deemed/Paid Seats Quota,202867,OBC,NO,4,200334,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",MBBS,Open,NO,1
3104260335,Employees State Insurance Scheme(ESI),202879,SC,NO,5,200413,"ESIC Medical College, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",MBBS,Schedule Caste(SC),NO,1
2001460294,Deemed/Paid Seats Quota,202946,General,NO,7,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,3
3108110325,Deemed/Paid Seats Quota,202971,General,NO,3,200536,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",MBBS,Open,NO,1
3110310273,Deemed/Paid Seats Quota,202994,General,NO,7,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
2810030017,Deemed/Paid Seats Quota,203011,General,NO,5,200399,"SRM Medical College and Hospital, Chennai,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST,, Tamil Nadu, 603203",MBBS,Open,NO,2
4102030064,Deemed/Paid Seats Quota,203013,OBC,NO,83,200383,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77, Tamil Nadu, 600077",MBBS,Open,NO,4
4101220082,Deemed/Paid Seats Quota,203047,General,NO,7,200396,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,NO,1
3114010751,Deemed/Paid Seats Quota,203050,General,NO,11,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
2723050090,Deemed/Paid Seats Quota,203100,OBC,NO,27,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
4404010687,All India,203142,SC,NO,19,200185,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR, Kerala, 680596",BDS,Schedule Caste(SC),NO,4
3110230216,Deemed/Paid Seats Quota,203190,SC,NO,12,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
2712160142,Deemed/Paid Seats Quota,203208,General,NO,30,200374,"Institute of Medical Sciences and SUM Host., Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,NO,1
3110170175,Deemed/Paid Seats Quota,203250,General,NO,2,200654,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",MBBS,Open,NO,1
3006010167,Open Seat Quota,203256,General,PwD,10,200530,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,Open,Person with Disability,1
3112060514,Deemed/Paid Seats Quota,203338,OBC,NO,2,200334,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",MBBS,Open,NO,1
2723040421,Deemed/Paid Seats Quota,203443,OBC,NO,1,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
3119020499,Deemed/Paid Seats Quota,203475,EW,NO,58,200536,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",MBBS,Open,NO,1
3923220308,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),203512,OBC,NO,13,200687,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",B.Sc. Nursing,Open,NO,2
3104280258,Deemed/Paid Seats Quota,203634,General,NO,5,902854,"Malla Reddy Dental College For Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad Telangana, Telangana, 500055",BDS,Open,NO,2
3918060164,Deemed/Paid Seats Quota,203669,General,NO,6,200349,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",MBBS,Open,NO,2
2801040581,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),203852,General,NO,1,200688,"ESIC College of Nursing, Gulbarga, Karnataka,ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL SEDAM ROAD KALABURIGI, Karnataka, 585106",B.Sc. Nursing,Open,NO,2
2707010595,Deemed/Paid Seats Quota,203887,OBC,NO,5,200469,"Raja Rajeswari Medical College Bengaluru,202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka, Karnataka, 560074",MBBS,Open,NO,3
3124080025,Deemed/Paid Seats Quota,203925,OBC,NO,5,902856,"Malla Reddy Institute of Medical Sciences, Hyderabad ,Suraram X Roads Jeedimetla Hyderabad Telangana, Telangana, 500055",MBBS,Open,NO,2
3114010366,Deemed/Paid Seats Quota,203965,General,NO,2,902807,"Mahatma Gandhi Mission Medical College, Nerul,Sector-8, Nerul West Navi Mumbai, Maharashtra, 400706",MBBS,Open,NO,1
4101290259,Deemed/Paid Seats Quota,203995,General,NO,1,200396,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,NO,1
2708080334,Deemed/Paid Seats Quota,203999,General,NO,38,200336,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",BDS,Open,NO,2
3134060066,Deemed/Paid Seats Quota,204054,OBC,NO,5,200536,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",MBBS,Open,NO,1
2316020025,Deemed/Paid Seats Quota,204107,General,NO,8,200536,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",MBBS,Open,NO,1
3604080294,Open Seat Quota,204133,OBC,PwD,5,200506,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Other Backward Class (OBC-NCL),Person with Disability,1
3802030444,Deemed/Paid Seats Quota,204134,General,NO,10,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,2
3804040031,Deemed/Paid Seats Quota,204142,General,NO,5,200374,"Institute of Medical Sciences and SUM Host., Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,NO,1
3109450197,Deemed/Paid Seats Quota,204176,OBC,NO,2,200364,"JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107",MBBS,Open,NO,1
2001060505,Deemed/Paid Seats Quota,204242,General,NO,6,200646,"Amrita School of Medicine Faridabad,Mata Amritanandmayi Marg, Sector- 88, Faridabad, Haryana, 121002",MBBS,Open,NO,1
3111030584,Deemed/Paid Seats Quota,204280,General,NO,57,200330,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara, Gujarat, 391760",MBBS,Open,NO,1
2001580170,Deemed/Paid Seats Quota,204302,General,NO,18,200356,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",MBBS,Open,NO,1
2730010284,Deemed/Paid Seats Quota,204352,General,NO,152,200349,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",MBBS,Open,NO,2
3110290153,Deemed/Paid Seats Quota,204382,EW,NO,5,200356,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",MBBS,Open,NO,1
2813030080,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),204389,General,NO,9,200687,"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",B.Sc. Nursing,Open,NO,2
4118010268,Deemed/Paid Seats Quota,204393,OBC,NO,118,200345,"Manipal College of Dental Science, Mangalore,Light House Hill Road, Mangalore India, Karnataka, 575001",BDS,Open,NO,2
2803210298,All India,204421,OBC,NO,9,200242,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY, Puducherry, 605006",BDS,Other Backward Class (OBC-NCL),NO,5
4112050103,Deemed/Paid Seats Quota,204446,OBC,NO,1,200381,"Vinayaka Missions Medical College and Hospital, Karaikal,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O), KARAIKAL - 609 609, U.T. OF PUDUCHERRY, Puducherry, 609609",MBBS,Open,NO,2
2001540126,B.Sc Nursing Delhi NCR,204485,OBC,NO,85,200543,"College of Nursing Florence Nightingale CON, New Delhi,collegeofnursinggtbh@gmail.com, Delhi (NCT), 110095",B.Sc. Nursing,Other Backward Class (OBC-NCL),NO,2
3810010435,Deemed/Paid Seats Quota,204523,General,NO,12,200646,"Amrita School of Medicine Faridabad,Mata Amritanandmayi Marg, Sector- 88, Faridabad, Haryana, 121002",MBBS,Open,NO,2
2001610338,Delhi University Quota,204570,ST,NO,104,200451,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,Schedule Tribe(ST),NO,2
3110010688,Non-Resident Indian,204630,General,NO,4,200340,"Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,NO,1
4608060315,Deemed/Paid Seats Quota,204700,General,NO,3,200376,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",MBBS,Open,NO,1
2308030146,B.Sc Nursing Delhi NCR,204724,OBC,NO,9,200543,"College of Nursing Florence Nightingale CON, New Delhi,collegeofnursinggtbh@gmail.com, Delhi (NCT), 110095",B.Sc. Nursing,Other Backward Class (OBC-NCL),NO,2
2708090112,Deemed/Paid Seats Quota,204739,OBC,NO,2,200469,"Raja Rajeswari Medical College Bengaluru,202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka, Karnataka, 560074",MBBS,Open,NO,1
4108020154,Deemed/Paid Seats Quota,204755,OBC,NO,1,200396,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,NO,1
3104050878,Deemed/Paid Seats Quota,204805,General,NO,13,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
4608210548,Deemed/Paid Seats Quota,204870,General,NO,1,200373,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO- Mahalaxmi Vihar, Bhubaneswar, Odisha, 751003",BDS,Open,NO,1
4610090281,Deemed/Paid Seats Quota,204935,General,NO,1,200376,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",MBBS,Open,NO,1
4108030097,Deemed/Paid Seats Quota,204949,OBC,NO,1,200401,"VMKV Medical College and Hospital, Salem,Sankari Main Road, NH-47, Seeragapadi, Salem, Tamil Nadu, 636308",MBBS,Open,NO,2
3108060344,Deemed/Paid Seats Quota,204950,OBC,NO,5,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
2707120389,Deemed/Paid Seats Quota,205024,General,NO,30,200334,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",MBBS,Open,NO,1
3111020854,Deemed/Paid Seats Quota,205043,OBC,NO,6,200367,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003",MBBS,Open,NO,1
2301010409,Deemed/Paid Seats Quota,205136,OBC,NO,371,200646,"Amrita School of Medicine Faridabad,Mata Amritanandmayi Marg, Sector- 88, Faridabad, Haryana, 121002",MBBS,Open,NO,2
4118020123,Deemed/Paid Seats Quota,205154,OBC,NO,5,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
3114100088,Deemed/Paid Seats Quota,205208,General,NO,25,200333,"AB Shetty Memorial Inst. of Dental Sce., Mangaluru,Deralakatte, Mangaluru, Dakshina Kannada, Karnataka, 575018",BDS,Open,NO,3
4123010484,Deemed/Paid Seats Quota,205218,OBC,NO,371,200540,"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Open,NO,2
2806011136,Muslim Minority Quota,205225,OBC,NO,1,200351,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru, Karnataka, 575018",MBBS,Open,NO,1
3115090436,Deemed/Paid Seats Quota,205228,General,NO,1,200341,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn, Karnataka, 590010",BDS,Open,NO,1
3115220067,Deemed/Paid Seats Quota,205254,General,NO,6,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
4508010030,Deemed/Paid Seats Quota,205278,General,NO,5,200347,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",MBBS,Open,NO,1
2306040071,Deemed/Paid Seats Quota,205315,General,NO,1,200332,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",MBBS,Open,NO,1
2001270129,B.Sc Nursing Delhi NCR,205337,OBC,NO,3,200543,"College of Nursing Florence Nightingale CON, New Delhi,collegeofnursinggtbh@gmail.com, Delhi (NCT), 110095",B.Sc. Nursing,Other Backward Class (OBC-NCL),NO,3
3109500017,Deemed/Paid Seats Quota,205351,General,NO,5,200349,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",MBBS,Open,NO,2
4408050529,Deemed/Paid Seats Quota,205388,General,NO,42,200376,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",MBBS,Open,NO,1
